136.15493	-21.686064
139.83381	-151.41909
35.690681	-155.28026
-63.397385	242.62404
51.466512	43.143754
-82.060699	-51.443413
-86.074678	10.667738
-174.78869	-86.119868
3.8359034	55.418221
-121.97324	136.07719
-48.97635	133.1895
71.945115	-265.02026
89.199046	35.083956
26.711611	90.084661
-117.38207	88.784032
173.17663	-160.55229
-109.13666	-70.779597
99.24709	-52.215638
142.92593	89.209558
16.012615	114.84423
-48.374964	56.017714
13.251289	63.80282
-67.094488	-88.601344
46.241608	6.005475
-87.785041	-75.422547
100.34195	-12.330349
10.073469	-110.54977
178.67206	83.715393
136.1316	211.92192
28.232008	-22.906939
173.05356	48.422515
102.7522	-91.349723
-14.849316	-74.605625
280.67237	-17.015798
88.502961	-17.565005
-81.004258	-61.261323
57.561231	49.948577
-81.88561	-162.13025
52.746925	-101.58192
100.34732	-0.35126576
17.667102	37.843495
111.34265	37.007658
-118.82526	60.864795
-45.226206	-222.46536
-65.002069	-252.3716
-30.7166	-11.477607
-110.62369	-110.69285
2.3985473	-54.811956
190.73039	-43.54809
-31.895434	-195.74448
-83.048039	-235.15274
40.333898	-180.11787
-65.123509	-165.81821
-2.2514841	101.78191
-56.112606	20.770268
-57.440121	25.508537
-96.663237	-173.47528
-66.920458	-21.102689
12.087366	-83.968221
135.38709	-67.565709
-129.54022	-13.725041
198.60681	213.99976
75.038916	-145.18102
-45.53185	-69.0891
47.415293	33.578402
-8.3269083	94.605051
87.563334	31.385412
48.725226	39.491969
-192.57669	-128.31365
-56.748074	-133.38375
90.196698	112.02495
-64.37426	31.049414
-193.21144	-109.8719
6.3015715	-63.643872
41.614699	-106.91907
11.678342	37.662522
16.32697	79.291939
-16.221902	-158.14279
130.94859	145.15388
-54.186393	-57.053574
-31.191333	-6.9669054
66.685243	221.95833
-84.687894	4.0948103
114.05094	-92.840485
-28.695008	-71.406672
-153.38666	-53.236364
129.84132	-131.17111
-53.376649	26.010473
-67.572091	48.521953
-41.702462	-164.92235
-30.483196	-207.7826
32.663949	-105.95774
96.89316	-135.58477
93.050713	16.887557
-91.63646	71.827194
